id_bien,no_voie,btq,type_voie,voie,type_local,surface_reelle_bati,nb_pieces_principales,surface_terrain,id_codedep_codecommune
4633,8,,AV,DU GENERAL LECLERC,Appartement,87,5,,75114
4634,72,,RUE,MAURICE RIPOCHE,Appartement,65,3,,75114
4635,37,,RUE,DE L ABBE GROULT,Appartement,56,3,,75115
4636,10,,RUE,D ALLERAY,Appartement,44,2,,75115
4637,4,,PL,ADOLPHE CHERIOUX,Appartement,23,2,,75115
4638,193,,RUE,LECOURBE,Appartement,27,2,,75115
4639,201,,RUE,DE VAUGIRARD,Appartement,25,1,,75115
4640,6,,VLA,JUGE,Appartement,20,1,,75115
4641,127,,RUE,SAINT CHARLES,Appartement,19,1,,75115
4642,17,,RUE,VARET,Appartement,79,5,,75115
4643,17,,RUE,DE JAVEL,Appartement,132,6,,75115
4644,41,,BD,DE MONTMORENCY,Appartement,76,1,,75116
4645,34,,RUE,DES VIGNES,Appartement,89,4,,75116
4646,32,,RUE,DE L ASSOMPTION,Appartement,57,3,,75116
4647,192,,AV,VICTOR HUGO,Appartement,105,4,,75116
4648,149,,RUE,DE LONGCHAMP,Appartement,40,2,,75116
4649,7,,AV,PDT WILSON,Appartement,174,6,,75116
4650,62,,AV,DE WAGRAM,Appartement,106,5,,75117
4651,19,,RUE,PONCELET,Appartement,58,2,,75117
4652,25,,RUE,RUHMKORFF,Appartement,85,5,,75117
4653,12,,RUE,ALBERT ROUSSEL,Appartement,30,2,,75117
4654,48,,RUE,LA CONDAMINE,Appartement,55,3,,75117
4655,43,,RUE,LACROIX,Appartement,35,2,,75117
4656,24,,RUE,DU DOCTEUR HEULIN,Appartement,17,1,,75117
4657,101,,RUE,DUHESME,Appartement,13,1,,75118
4658,18,,RUE,CHAPPE,Appartement,29,2,,75118
4659,5,B,RUE,CHRISTIANI,Appartement,47,2,,75118
4660,10,,RUE,DU CANADA,Appartement,55,3,,75118
4661,57,,RUE,DE LA VILLETTE,Appartement,23,1,,75119
4662,56,,RUE,STENDHAL,Appartement,49,2,,75120
4663,18,,RUE,LIGNER,Appartement,26,2,,75120
4664,54,,RUE,THIERS,Appartement,45,2,,76217
4665,54,,RUE,THIERS,Appartement,64,4,,76217
4666,1,,RUE,HENRI COMMARE,Maison,59,4,,76382
4667,37,,AV,DU CHENE SAINT FIACRE,Appartement,73,4,,77085
4668,119,,RUE,DU GENERAL DE GAULLE,Appartement,55,1,,77153
4669,153,,RUE,GRANDE,Appartement,26,1,,77186
4670,35,,RUE,DU CHATEAU,Appartement,17,1,,77186
4671,9,,RUE,DE LA LEGALITE,Maison,100,5,,77217
4672,6,,RUE,JACQUES LE PAIRE,Appartement,28,1,,77243
4673,25,,RUE,D ORGEMONT,Appartement,79,5,,77243
4674,4,,RUE,DU DOCTEUR NAUDIER,Appartement,59,3,,77243
4675,1,B,AV,DU GENERAL LECLERC,Appartement,20,1,,77288
4676,7,,RUE,DES CHANGES,Appartement,29,1,,77305
4677,5,,SQ,DE LA ROSERAIE,Appartement,25,1,,77468
4678,1,,RUE,CHARLES FLOQUET,Appartement,116,4,,77479
4679,75,,RUE,DES FLEURS,Appartement,27,1,,78123
4680,48,,RUE,GAMBETTA,Appartement,65,3,,78311
4681,1,,RUE,DE BEUVRON,Appartement,23,1,,78322
4682,19,,RUE,DE LA PRINCESSE,Appartement,51,2,,78350
4683,6,B,CHE,DU PEINTRE RICOIS,Appartement,83,4,,78367
4684,9,,AV,DE TOURAINE,Appartement,78,4,,78383
4685,38,,RUE,HENRI HUSSON,Appartement,37,1,,78397
4686,9,,RUE,DU CLOS DU PARC,Appartement,24,1,,78418
4687,1,,RUE,PAUL DOUMER,Appartement,27,1,,78642
4688,4,,PL,HOCHE,Appartement,50,2,,78646
4689,15,,RUE,PASTEUR,Appartement,50,2,,78646
4690,2,,RUE,PAUL FRANCOIS PROUST,Appartement,115,3,,79191
4691,24,,BD,DU CANGE,Appartement,20,1,,80021
4692,4,D,RUE,ALBERT GAILLARD,Appartement,54,3,,80489
4693,31,,CHE,DE SAINT JEAN DES VIGNES,Appartement,36,2,,82033
4694,160,,AV,DE LA MER,Appartement,20,1,,83019
4695,330,,RUE,ALBERT PIAULT,Appartement,91,4,,83062
4696,7,,RUE,CHARVET,Appartement,27,1,,83069
4697,20,,RUE,NATIONALE,Appartement,59,3,,83090
4698,19,,RUE,ARTHUR RIMBAUD,Appartement,54,3,,83126
4699,32,,AV,DU LAC,Appartement,27,2,,83129
4700,9010,,,LES JARDINS DE PIN ROLLAND,Appartement,39,2,,83153
4701,4,,PL,DES TROIS PILATS,Appartement,27,1,,84007
4702,6,,PL,DU CHAMP DE FOIRE,Appartement,18,1,,86034
4703,1,,PLA,FRANCOISE DOLTO,Appartement,49,2,,86194
4704,4,,RUE,DE BELFORT,Appartement,55,3,,89024
4705,4,,RUE,DE L EST,Appartement,68,3,,90010
4706,4,,RUE,CORVISART,Appartement,45,3,,91027
4707,6,,RUE,DE LONGJUMEAU,Appartement,62,3,,91044
4708,30,,RUE,VIGIER,Appartement,44,2,,91174
4709,9,,RUE,DU BEAU REGARD,Appartement,62,3,,91215
4710,28,,ALL,DE LA BERGERIE,Appartement,35,1,,91272
4711,12,,ALL,DU CHAMPREAU,Appartement,64,3,,91272
4712,113,,RUE,PDT FRANCOIS MITTERRAND,Appartement,67,4,,91345
4713,8,,ALL,JULES GUESDE,Appartement,79,4,,91377
4714,9001,,PARC,D ARDENAY,Appartement,66,4,,91477
4715,27,,RUE,DU FOUR,Appartement,42,2,,91570
4716,7,,RUE,BARON LACAZE,Appartement,40,2,,91573
4717,9,,AV,DE LA LIBERATION,Appartement,42,2,,91600
4718,113,,RUE,CHARLES DE GAULLE,Appartement,57,4,,91691
4719,19,,RUE,DES HAIES,Maison,98,5,330,91691
4720,63,,AV,JEAN MONNET,Appartement,75,3,,92002
4721,10,,AV,FLACHAT,Appartement,41,2,,92004
4722,54,,AV,CHEVREUL,Maison,138,7,,92004
4723,17,,AV,HENRI RAVERA,Appartement,38,2,,92007
4724,7,,RUE,BERANGER,Appartement,21,1,,92012
4725,231,,BD,JEAN JAURES,Appartement,60,3,,92012
4726,64,,RUE,DU POINT DU JOUR,Appartement,26,1,,92012
4727,18,,RTE,DE LA REINE,Appartement,69,2,,92012
4728,28,,AV,DU PANORAMA,Appartement,61,4,,92014
4729,6,B,IMP,DE LA TOUR,Appartement,99,4,,92023
4730,14,,RUE,DES MONTS,Appartement,33,2,,92023
4731,9,,RUE,PAUL LECOMTE,Appartement,35,3,,92025
4732,40,,RUE,BAUDIN,Appartement,49,2,,92026
4733,18,,BD,DE LA PAIX,Appartement,117,4,,92026
4734,52,,BD,DE LA PAIX,Appartement,65,3,,92026
4735,160,,RUE,JEAN BAPTISTE CHARCOT,Appartement,22,1,,92026
4736,56,,RUE,D ESTIENNE D ORVES,Appartement,64,3,,92026
4737,19,B,CHE,DES VIGNES,Maison,172,6,,92033
4738,11,,PAS,DES VIGNES,Appartement,70,3,,92035
4739,52,,AV,DU GAL DE GAULLE,Appartement,36,1,,92035
4740,58,,RUE,ARISTIDE BRIAND,Appartement,101,4,,92044
4741,16,,RUE,PAUL BERT,Appartement,58,3,,92046
4742,34,,RUE,SALVADOR ALLENDE,Appartement,67,3,,92050
4743,45,,RUE,MARIUS JACOTOT,Appartement,90,3,,92062
4744,21,,AV,GABRIEL PERI,Appartement,53,3,,92063
4745,21,,RUE,SAINT JUST,Appartement,31,1,,93027
4746,14,,RUE,D ORMESSON,Appartement,65,3,,93031
4747,19,,RUE,DES GRANDES CULTURES,Appartement,45,2,,93048
4748,48,,AV,JEAN JAURES,Appartement,26,2,,93055
4749,26,,RUE,ALCIDE D ORBIGNY,Appartement,55,3,,93059
4750,42,,RUE,STALINGRAD,Appartement,46,3,,93061
4751,16,,RUE,DE LA CHARRONNERIE,Appartement,60,2,,93066
4752,181,,BD,PASTEUR,Appartement,72,4,,94015
4753,28,B,RUE,DE MUSSELBURGH,Appartement,69,4,,94017
4754,71,,RUE,DU GAL DE GAULLE,Appartement,20,1,,94019
4755,2,,PL,INSURRECTION D AOUT 1944,Appartement,46,3,,94041
4756,18,,RUE,GASTON MONMOUSSEAU,Appartement,66,4,,94041
4757,6,,RUE,RENE CASSIN,Appartement,65,3,,94053
4758,8,T,RUE,SADI CARNOT,Appartement,44,2,,94053
4759,2,,RUE,DU CANOTAGE,Appartement,70,3,,94058
4760,38,,AV,DU MAINE,Maison,72,4,,94060
4761,10,,AV,LOUIS ARAGON,Appartement,36,2,,94076
4762,173,,RUE,GABRIEL PERI,Appartement,64,3,,94081
4763,18,,AV,DE LA GARE,Appartement,66,3,,95051
4764,66,,RUE,NATIONALE,Appartement,15,1,,95127
4765,1,,ALL,DES CHATAIGNIERS,Appartement,52,3,,95199
4766,88,,RUE,DU GROS NOYER,Appartement,60,3,,95219
4767,2,,RUE,DE LA TOUR,Appartement,46,2,,95252
4768,7,,AV,GEORGES POMPIDOU,Appartement,26,1,,95369
4769,46,,RUE,DE PONTOISE,Appartement,30,2,,95394
4770,3,B,RUE,AUGUSTE RENOIR,Appartement,61,3,,95424
4771,65,,ALL,CLAUDE DEBUSSY,Maison,75,4,,95480
4772,74,,RUE,DU GENERAL LECLERC,Appartement,44,2,,95555
4773,2,,RUE,DE L ERMITAGE,Appartement,47,1,,95563
4774,1,,CHE,DE TAVERNY A BETHEMONT,Appartement,101,5,,95607
4775,5070,F,,ANSE MITAN,Appartement,20,1,,972231
4776,6,,RUE,DE LA CARANGUE,Appartement,61,4,,972231
4777,59,,RUE,ALEXANDRE BERARD,Appartement,143,6,,01004
4778,80,,RUE,DE MEYRIN,Appartement,63,3,,01160
4779,84,,RUE,DE MEYRIN,Appartement,63,3,,01160
4780,812,,RUE,DES VERTES CAMPAGNES,Maison,160,6,,01173
4781,305,,AV,SAINT PHILIPPE,Appartement,40,2,,06018
4782,6,,AV,DES CHENES,Appartement,26,1,,06027
4783,7,,RUE,COLONEL MATTEI,Appartement,84,4,,06030
4784,36,,RUE,VAL DES CASTAGNINS,Appartement,55,2,,06083
4785,118,,CHE,DU LAC,Maison,102,4,,06084
4786,4,,RUE,BARLA,Appartement,91,3,,06088
4787,721,,AV,DES PUGETS,Appartement,35,2,,06123
4788,64,B,BD,DE LA CORNE D OR,Appartement,65,2,,06159
4789,126,,AV,P BROSSOLETTE ST PIERRE,Appartement,60,3,,11145
4790,126,,RUE,MALAKOFF,Appartement,57,3,,11266
4791,17,,RES,L'ECRIN DU SUD RUE H PUJOL,Maison,55,3,,11266
4792,25,,RUE,DOMERGUE,Appartement,44,1,,13005
4793,5015,,,LA BOUILLADISSE,Appartement,40,3,,13016
4794,9001,,RES,LE CORAIL,Appartement,37,1,,13022
4795,5,,RUE,JEAN BAPTISTE MICHEL,Appartement,68,4,,13075
4796,7,,CRS,JEAN BALLARD,Appartement,93,4,,13201
4797,13,,RUE,PLUMIER,Appartement,51,2,,13202
4798,11,,RUE,HENRI AUZIAS,Appartement,33,2,,13203
4799,116,,BD,BLANCARDE,Appartement,42,1,,13204
4800,34,,RUE,HENRI JURAMY,Appartement,36,1,,13204
4801,2,,RUE,VITALIS,Appartement,60,3,,13205
4802,288,,RUE,D ENDOUME,Appartement,75,3,,13207
4803,39,,RUE,CESAR ALEMAN,Appartement,37,1,,13207
4804,5,,RUE,PAUL CODACCIONI,Appartement,43,3,,13207
4805,121,,BD,PAUL CLAUDEL,Appartement,56,3,,13209
4806,65,,BD,LEI ROURE,Maison,160,6,,13209
4807,6,B,RUE,SAINT GEORGES,Appartement,31,1,,13213
4808,19,,BD,ALBIN BANDINI,Maison,54,3,,13216
4809,32,,RUE,DU MANOIR,Appartement,24,1,,14715
4810,17,,CHE,D ENTREROCHES,Maison,75,4,,16374
4811,7,,PL,DE LA REPUBLIQUE,Appartement,16,1,,17028
4812,10,,AV,ALSACE LORRAINE,Appartement,99,3,,19031
4813,3,,AV,DU 11 NOVEMBRE 1918,Appartement,104,4,,19031
4814,9,,RUE,DES PRESSOIRS,Appartement,76,4,,22050
4815,144,C,RUE,DE BELFORT,Appartement,51,3,,25056
4816,1,,RUE,CHARTROUSE,Appartement,54,3,,26198
4817,84,,AV,DE ROMANS,Appartement,27,1,,26362
4818,14,,RUE,JEAN LOUIS BARRAULT,Appartement,20,1,,26362
4819,105,,RUE,DES ALPES,Appartement,73,3,,26362
4820,377,,AV,VICTOR HUGO,Appartement,67,3,,26362
4821,14,,RUE,AU LAIT,Appartement,67,3,,28085
4822,5091,,,PALNECA,Appartement,56,2,,2A200
4823,8,,RUE,DE LA MAZERE,Appartement,48,2,,30321
4824,66,,RUE,LOUIS VITET,Appartement,90,3,,31555
4825,14,,RUE,DES DORIS,Appartement,45,2,,33039
4826,3,,ALL,MAURICE LAFON,Appartement,40,2,,33051
4827,329,,RUE,DE BEGLES,Appartement,30,1,,33063
4828,,,VGE,ARTS ET VIE,Appartement,56,4,,33097
4829,4,,RUE,DES FLEURS,Maison,68,4,243,33162
4830,106,,AV,DE LA VIGNE CAP FERRET,Maison,90,5,,33236
4831,20,,,CHATEAU DE SALLES,Maison,80,3,,33498
4832,211,,AV,VIEILLE TOUR,Appartement,34,2,,33522
4833,4,,PL,DE L EGLISE,Appartement,35,2,,34128
4834,220,,AV,JEAN MONNET,Appartement,19,1,,34301
4835,9045,F,RES,LES CABROLS,Maison,33,3,,34333
4836,26,,RUE,DE LA CROIX DE PIERRE,Appartement,45,2,,35012
4837,2,,RUE,DE SAINT THURIAL,Appartement,25,1,,35037
4838,10,,RUE,DE LA RIVIERE,Appartement,83,4,,35051
4839,8,,BD,D ANJOU,Appartement,74,4,,35238
4840,43,,AV,DU HAUT SANCE,Appartement,39,2,,35238
4841,31,B,RUE,SIMON VAUQUIER,Appartement,68,3,,37195
4842,2,,IMP,HOCHE,Appartement,35,2,,37233
4843,16,,RUE,DE LA CALIFORNIE,Appartement,20,1,,37261
4844,104,,CRS,BERRIAT,Appartement,31,1,,38185
4845,10,,SQ,DES FUSILLES,Appartement,68,4,,38185
4846,16,,AV,DE LA PLAINE FLEURIE,Appartement,53,3,,38229
4847,34,,RTE,DU PETIT PLAN,Appartement,26,2,,38253
4848,2,,AV,JULES DAVID,Appartement,61,3,,38416
4849,29,,RUE,PAUL DUTHIL,Appartement,80,3,,40001
4850,2,,IMP,DE HILLO,Appartement,41,2,,40133
4851,11,,RUE,D'ASPREMONT,Appartement,56,3,,40224
4852,1,,PL,JEAN RAMEAU,Appartement,53,2,,40273
4853,201,,RUE,DES FAUVETTES,Appartement,47,2,,40279
4854,59,,RES,PINADA DEL MAR I,Appartement,26,2,,40310
4855,33,B,RUE,TREMOLLET,Appartement,82,3,,42095
4856,8,,RUE,NOTRE DAME,Appartement,28,2,,42147
4857,3,,RUE,JEAN GUITTON,Appartement,89,4,,42275
4858,12,B,AV,DE LA GARE,Appartement,84,5,,44013
4859,13,,ALL,DE L ERDRE,Appartement,76,4,,44190
4860,6,,BD,DE QUEBEC,Appartement,63,3,,45234
4861,157,,RUE,AUX CHATS,Appartement,45,2,,45282
4862,4,,IMP,DARNALT,Appartement,42,2,,47001
4863,9002,,IMP,DE ST ARNAUD,Appartement,67,3,,47001
4864,18,,AV,GEN PATTON,Appartement,24,1,,49007
4865,15,,AV,DE LA CHESNAIE,Appartement,74,4,,49246
4866,5,,PL,NOTRE DAME,Appartement,21,1,,50502
4867,5,,AV,DU MONT HERY,Appartement,51,2,,51108
4868,4,B,RUE,DE TURENNE,Appartement,50,2,,54323
4869,68,,AV,GENERAL LECLERC,Maison,105,5,,54395
4870,8,,RUE,DE L OCTROI,Appartement,54,2,,54395
4871,18,,RUE,DU KLOPP,Maison,77,4,,54493
4872,48,,RUE,CHARLES OUDILLE,Appartement,52,2,,54578
4873,2,,RUE,CAPITAINE QUILLIEN,Appartement,45,3,,56078
4874,10,,RUE,DU FORT NEUF,Appartement,25,1,,56186
4875,11,,RUE,RONSARD,Appartement,61,3,,59009
4876,156,,RUE,DE DOUAI,Appartement,37,1,,59350
4877,47,,RUE,DU MARECHAL FOCH,Appartement,65,2,,59368
4878,18,B,RUE,DE L EGALITE,Appartement,47,2,,59378
4879,1,,RUE,DE MAIRIEUX,Appartement,29,1,,59392
4880,6,,AV,DU CHANCELIER ADENAUER,Appartement,55,2,,59410
4881,109,,RUE,DU CONNETABLE,Appartement,89,4,,60141
4882,33,,RUE,DES DOMELIERS,Appartement,12,1,,60159
4883,2,B,RUE,MOLIERE,Appartement,31,1,,60238
4884,155,D,AV,RAYMOND POINCARE,Appartement,21,1,,62193
4885,16,,RUE,LOUIS MARTEL,Appartement,128,4,,62765
4886,29,,RUE,DU CHATEAU,Appartement,47,3,,63103
4887,14,,RUE,BELA BARTOK,Appartement,64,3,,69259
4888,16,,RUE,GEORGES LYVET,Appartement,50,2,,69259
4889,7,,AV,DU PROGRES,Appartement,48,3,,69271
4890,30,,RUE,COLETTE,Appartement,66,3,,69290
4891,1,,PL,CROIX PAQUET,Appartement,104,4,,69381
4892,2,C,RUE,DUMONT D URVILLE,Appartement,70,3,,69384
4893,106,,RUE,PIERRE VALDO,Appartement,69,4,,69385
4894,17,,RUE,LAURENT VIBERT,Appartement,90,4,,69386
4895,35,,QUAI,JAYR,Appartement,22,1,,69389
4896,2,,RUE,ALCIDE DE GASPERI,Appartement,53,2,,72181
4897,68,,RUE,DES PAQUERETTES,Maison,95,4,,74010
4898,110,,ALL,CARDUCCI,Appartement,38,2,,74042
4899,7030,,RTE,DU CHINAILLON,Appartement,48,3,,74136
4900,64,,RUE,AMBROISE MARTIN,Appartement,90,3,,74173
4901,37,,RTE,DU TELEPHERIQUE,Appartement,45,2,,74173
4902,247,,RUE,EMMA LANCHE,Appartement,70,3,,74256
4903,51,,BD,BEAUMARCHAIS,Appartement,10,1,,75103
4904,4,,RUE,MORNAY,Appartement,28,2,,75104
4905,4,,RUE,FEROU,Appartement,63,2,,75106
4906,11,,RUE,OUDINOT,Appartement,14,1,,75107
4907,16,,RUE,COGNACQ JAY,Appartement,219,6,,75107
4908,235,,RUE,DU FAUBOURG SAINT HONORE,Appartement,43,1,,75108
4909,41,,RUE,DE COURCELLES,Appartement,85,2,,75108
4910,6,,RUE,ST PHILIPPE DU ROULE,Appartement,200,7,,75108
4911,31,,RUE,LA BRUYERE,Appartement,59,2,,75109
4912,75,,RUE,TAITBOUT,Appartement,38,1,,75109
4913,9,,RUE,RODIER,Appartement,33,2,,75109
4914,2,,RUE,DES GONCOURT,Appartement,10,1,,75111
4915,53,,AV,PARMENTIER,Appartement,51,2,,75111
4916,5,,RUE,CAMILLE DESMOULINS,Appartement,47,2,,75111
4917,15,,RUE,ERNEST LACOSTE,Appartement,48,3,,75112
4918,6,,RUE,DES FONDS VERTS,Appartement,27,1,,75112
4919,15,,RUE,DE COTTE,Appartement,52,3,,75112
4920,3,,RUE,DE POUY,Appartement,25,1,,75113
4921,65,,RUE,HALLE,Appartement,27,2,,75114
4922,3,,RUE,SEVERO,Appartement,25,1,,75114
4923,31,,RUE,LABROUSTE,Appartement,45,2,,75115
4924,254,,RUE,DE VAUGIRARD,Appartement,14,1,,75115
4925,34,,RUE,DOCTEUR BLANCHE,Appartement,127,5,,75116
4926,27,,AV,DE LAMBALLE,Appartement,120,5,,75116
4927,5,,AV,FREMIET,Appartement,127,5,,75116
4928,15,,RUE,D HELIOPOLIS,Appartement,20,1,,75117
4929,124,,RUE,LEGENDRE,Appartement,105,5,,75117
4930,52,,RUE,ORDENER,Appartement,35,3,,75118
4931,7,,PL,CHARLES DULLIN,Appartement,76,3,,75118
4932,7,,RUE,BUZELIN,Appartement,28,2,,75118
4933,231,,RUE,DES PYRENEES,Appartement,41,2,,75120
4934,2,,PL,LOUIS VITET,Appartement,41,2,,76217
4935,3,,RUE,JOSEPH DELATTRE,Appartement,28,1,,76410
4936,9,,RUE,DES FRICHES,Maison,79,4,,77018
4937,4,,MAIL,DES TILLEULS,Appartement,88,4,,77083
4938,35,,AV,DU GENERAL DE GAULLE,Appartement,33,2,,77192
4939,27,,RUE,DU MOULIN A VENT,Appartement,94,4,,77268
4940,6,,RUE,DE L EPINETTE,Appartement,39,2,,77268
4941,31,,RUE,DE L EPINETTE,Appartement,63,3,,77268
4942,37,,RUE,ALFRED DE MUSSET,Maison,176,7,,77373
4943,64,,RUE,CARNOT,Appartement,75,3,,77382
4944,26,,AV,DE LA DIVISION LECLERC,Appartement,53,2,,78029
4945,2,,RES,LES FOUGERES,Appartement,83,5,,78165
4946,13,,RUE,DES CHEVREFEUILLES,Maison,105,5,,78262
4947,53,,RUE,ALEXANDRE DUMAS,Maison,48,3,,78311
4948,21,,RUE,MARIE LAURENCIN,Appartement,82,4,,78361
4949,75,,AV,DU MARECHAL LECLERC,Appartement,64,3,,78517
4950,48,,RUE,BASSE,Appartement,36,1,,78537
4951,1,,RUE,MAL DE LATTRE DE TASSIGNY,Appartement,61,3,,78545
4952,4,,ALL,OCTAVE MIRBEAU,Appartement,99,5,,78586
4953,53,,AV,DES ETATS UNIS,Appartement,85,4,,78646
4954,6,,RUE,CARNOT,Appartement,31,2,,78686
4955,9,,RUE,ALPHONSE DAUDET,Appartement,64,3,,79191
4956,745,,CC,DE LA MARGUE,Appartement,26,1,,82121
4957,350,,AV,DU 11 NOVEMBRE 1918,Appartement,40,2,,83009
4958,70,,RUE,MARC DELAGE,Appartement,65,4,,83062
4959,35,B,RUE,BOURGNEUF,Appartement,77,4,,83069
4960,30,,AV,DES ILES D OR,Appartement,18,1,,83069
4961,11,,RUE,DOCTEUR ZAMENHOF,Appartement,50,2,,83069
4962,34,,AV,FAUVETTES MT DES OISEAUX,Appartement,32,1,,83069
4963,111,,ALL,PRINCE EDOUARD,Appartement,73,4,,83069
4964,61,,RUE,MARECHAL FOCH,Appartement,41,2,,83103
4965,32,,MTE,HENRI CHRISTINE,Appartement,31,1,,83118
4966,289,,CC,119 DIT DU VIEUX REYNIER,Appartement,64,3,,83126
4967,75,,AV,JEAN MOULIN,Appartement,58,2,,83126
4968,253,,RUE,JB MATTEI,Appartement,15,1,,83126
4969,122,,AV,JOSEPH RAYNAUD,Appartement,25,1,,83129
4970,661,,BD,MARECHAL JOFFRE,Appartement,25,1,,83137
4971,70,,ALL,DES RESIDENCES DU PORT,Appartement,49,2,,83153
4972,7,,IMP,DE L EPI,Appartement,18,1,,84007
4973,272,,RUE,DU RONQUET,Appartement,72,3,,84129
4974,21,,RUE,BERNICOT,Appartement,24,2,,85194
4975,62,,RUE,DE LA TRANCHEE,Appartement,43,2,,86194
4976,951,,RUE,DE LA GARE,Appartement,92,5,,88126
4977,8,,CHE,DES PATIENTS,Appartement,41,1,,88160
4978,14,,CHE,DU PETIT PARIS,Appartement,58,3,,88196
4979,80,,AV,BOULOUMIE,Appartement,20,1,,88516
4980,11,,RUE,VICTOR HUGO,Appartement,26,2,,91021
4981,19,,RUE,G  ANTHONIOZ-DE GAULLE,Appartement,55,3,,91027
4982,12,,AV,DE LA REPUBLIQUE,Appartement,59,2,,91027
4983,34,,RUE,DES JARDINS,Maison,108,4,,91044
4984,10,,AV,DU COLONEL ROZANOFF,Appartement,48,2,,91103
4985,8,,RUE,LEON BLUM,Appartement,27,2,,91103
4986,25,,RUE,DE L'ESSONNE,Maison,76,4,,91228
4987,5082,,RUE,DU BOIS CLAIR,Appartement,69,4,,91458
4988,9001,,PARC,D ARDENAY,Appartement,56,3,,91477
4989,9001,,FRM,DU TEMPLE,Appartement,52,3,,91521
4990,32,,AV,DE BRETIGNY,Appartement,76,4,,91570
4991,22,,RUE,DES ARBOUSIERS,Maison,60,3,,91657
4992,9,,RUE,DES MARCHAIS,Appartement,82,4,,92002
4993,209,,RUE,DU MENIL,Appartement,74,3,,92004
4994,39,,RUE,DIDEROT,Appartement,31,2,,92004
4995,13,,RUE,MICHELET,Appartement,111,4,,92012
4996,221,,RUE,GALLIENI,Appartement,45,2,,92012
4997,108,,BD,DE VALMY,Appartement,57,3,,92025
4998,12,,RUE,JULES DUMIEN,Appartement,88,4,,92036
4999,38,,RUE,ERNEST COGNACQ,Appartement,23,1,,92044
5000,3,,RUE,LOUISE MICHEL,Appartement,44,3,,92044
5001,54,,ALL,DE LA FORET,Appartement,55,3,,92048
5002,7,,AV,VLADIMIR ILITCH LENINE,Appartement,46,2,,92050
5003,44,,RUE,PEREIRE,Appartement,59,3,,92063
5004,24,,RUE,DES TALUS,Maison,80,4,,92063
5005,4,,RUE,RACINE,Appartement,28,1,,92063
5006,12,,RUE,DE LA PORTE JAUNE,Appartement,72,3,,92064
5007,22,,RUE,CLUSERET,Appartement,41,2,,92073
5008,39,,RTE,FUSILLES RESISTANCE,Appartement,44,2,,92073
5009,33,,RUE,VOLTAIRE,Appartement,37,3,,92073
5010,27,,RUE,EMILE DUCLAUX,Appartement,21,1,,92073
5011,4,,AV,VICTOR BASCH,Appartement,54,3,,92075
5012,1,,RUE,DES FONDS HUGUENOTS,Appartement,32,3,,92076
5013,22,,RUE,DE L UNION,Appartement,26,1,,93008
5014,3,B,RUE,DE LA FRATERNITE,Appartement,53,3,,93010
5015,123,,RUE,SADI CARNOT,Appartement,67,3,,93029
5016,103,,RUE,DE LA REPUBLIQUE,Appartement,72,5,,93029
5017,27,,RUE,DES ECONDEAUX,Appartement,103,5,,93031
5018,43,,BD,DE LA LIBERTE,Appartement,32,2,,93045
5019,63,,AV,PAUL BERT,Appartement,32,1,,93046
5020,12,,RUE,MARCEL SEMBAT,Appartement,20,1,,93048
5021,131,,RUE,DE PARIS,Appartement,52,3,,93048
5022,116,,RUE,DE LAGNY,Appartement,20,1,,93048
5023,13,,RUE,DES ORMES,Appartement,83,4,,93048
5024,2,,RUE,PAUL CORLIN,Appartement,46,2,,93049
5025,121,,RUE,ANATOLE FRANCE,Appartement,46,3,,93053
5026,50,,RUE,HOCHE,Appartement,68,3,,93055
5027,5,,RUE,THEOPHILE LEDUCQ,Appartement,38,2,,93055
5028,152,,AV,DU BELVEDERE,Appartement,47,2,,93061
5029,57,,ALL,JARDIN ANGLAIS,Appartement,60,3,,93062
5030,14,,RUE,DES URSULINES,Appartement,22,2,,93066
5031,20,,RUE,DE LA REPUBLIQUE,Appartement,23,1,,93066
5032,7,,RUE,BAUDIN,Appartement,36,2,,93070
5033,2,,RUE,BABEUF,Appartement,82,4,,94002
5034,22,,AV,DU GAL LECLERC,Appartement,67,3,,94004
5035,137,,RUE,DE PARIS,Appartement,40,2,,94018
5036,7,T,AV,STINVILLE,Appartement,96,4,,94018
5037,9,B,RUE,DU GAL DE LACHARRIERE,Appartement,78,3,,94028
5038,12,,RUE,VAUTIER,Appartement,56,3,,94042
5039,3,B,RUE,DE L ORAGE,Appartement,25,1,,94058
5040,111,,AV,DE LA MARECHALE,Appartement,65,3,,94059
5041,2,,AV,DEGUILHEM,Appartement,44,2,,94059
5042,53,,RUE,DU VAL D OSNE,Appartement,49,3,,94069
5043,20,,RUE,ADRIEN TESSIER,Appartement,89,4,,94073
5044,5,,PL,SOLFERINO,Appartement,9,1,,94078
5045,2,,PL,DIDEROT,Appartement,52,3,,94080
5046,31,,RUE,PAUL BERT,Appartement,40,2,,94081
5047,71,,RES,DOMONT VILLAGE,Maison,94,4,,95199
5048,59,,RUE,DE CHANTEPUITS,Appartement,37,2,,95306
5049,3,,AV,DE VERDUN,Appartement,39,2,,95452
5050,15,,RUE,DE L EPERON,Appartement,21,1,,95500
5051,5,,RUE,DES ETANNETS,Appartement,28,2,,95500
5052,5,,AV,PAUL CEZANNE,Appartement,28,1,,95585
5053,1,,AV,DU CHATEAU,Appartement,44,2,,95612
5054,5718,F,RES,CAMPUS VICTOR SCHOELCHER,Appartement,35,2,,972229
